organization_id,organization_name,organization_type,website_url,city,state_province,country,data_quality_rating,primary_data_source,nwba_division,move_united_member_type,paralympic_sport_club,special_olympics_affiliate,verification_method,status
9188261d-9825-4eb5-a56d-2097064f2940,City of Colorado Springs Therapeutic Recreation Program,member,http://www.coloradosprings.gov/tr,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c19c444c-afa1-42e7-adbf-0014894c4151,Adaptive Adventures Paralympic Sport Front Range,adaptive_club,http://www.adaptiveadventures.org,,Colorado,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
4264bf7e-2035-479a-b819-2b009306dbc3,"Wheelchair & Ambulatory Sports, USA",member,http://www.wasusa.org/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
acb82e31-821b-4f82-b99b-2b0671c2d953,Craig Hospital Paralympic Sports,adaptive_club,https://craighospital.org/programs/therapeutic-recreation,,Colorado,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
8b57ceb4-08ec-44b7-9677-12577c7bdbc0,Golf 4 The Disabled,member,http://www.golf4thedisabled.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
63d1589a-ff26-47e2-af76-061f7286663f,USA Table Tennis,member,http://www.usatt.org/disabled,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
df726bbf-347a-48c2-addd-468b6606dba1,USA Shooting,member,http://www.usashooting.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c3e92758-2c57-4924-ba8a-a91ec732cbbb,USA Paratriathlon,member,https://www.teamusa.org/usa-triathlon/usat-for-me/athlete-resources/paratriathletes,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7fc7db29-a3dd-41b6-871a-1ccc73278499,USA Judo,member,http://www.usjudo.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
39153944-1a03-43f5-9721-5b4da4c8c18c,USA Hockey,member,http://www.usahockey.com/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
62a06ad2-fc9e-4ccd-a873-f388af3ee70a,USA Fencing,member,http://www.usfencing.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
baf851a2-820e-41a1-80e7-70c648669d96,USA Cycling,member,http://usacycling.org/clubs/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c2916c66-445c-41b0-b362-86d2ac9a1bb4,USA Archery,member,http://www.AmericanDisabledArchers.com,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6c8ce246-1391-427c-9987-6555a993e44a,United States Handcycling Federation,member,http://www.nchpad.org/Directories/Organizations/2086/United~States~Handcycling~Federation,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
928ed8bf-d4ee-4211-818a-8218c7292601,United States Association of Blind Athletes (USABA),member,http://www.usaba.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
3888493f-6271-4d91-8d8e-fbcb0b269f51,Telluride Adaptive Sports,member,http://www.tellurideadaptivesports.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c0b85653-26df-4309-bc45-e9e341f30a71,Team River Runner Ft. Carson/Colorado Springs,member,https://www.teamriverrunner.org/get-involved/chapters/colorado-ft-carsoncolorado-springs/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f6b1795d-0e90-46ce-bbfd-c306d708702b,Team River Runner Denver,member,https://www.teamriverrunner.org/get-involved/chapters/colorado-denver/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
91660598-fbb3-4f51-9400-d15b743d5a02,Steamboat Adaptive Recreational Sports ‘STARS’,member,http://www.steamboatstars.com,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5b00f6dc-e711-428e-8c6b-56c7837ee6e1,Paralympic Alpine Development Program – Aspen,member,https://adaptiveskiing.net/clubs/alpine-skiing/item/avsc-adaptive-alpine-development-program,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
599d8bab-9a37-4cc4-a103-713f0470b05b,Paradox Sports,member,http://paradoxsports.org/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
22057a75-49fc-42a6-a68e-557692cdea12,National Sports Center for the Disabled – Winter Park & Denver,member,http://www.nscd.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
66c9cd3d-4264-40da-b545-eafacb9d62fe,Lending Sight,member,https://www.facebook.com/LendingSight,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
8ab489cb-07bc-4de8-9378-0e2af738ac90,Keystone Adaptive Center,member,https://boec.org/keystone-adaptive-center/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
efe5ec4d-05ba-4328-813b-ad6440c1b50a,Ignite Adaptive Sports,member,http://IgniteAdaptiveSports.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
793ed4ce-42fb-40cc-8364-d9cbcf00dcb8,"Foresight Ski Guides, Inc.",member,http://foresightskiguides.org/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
3b8cb559-60ca-4e24-a846-dc96b8165f61,Community Sailing of Colorado,member,http://www.communitysailing.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
63c9e62b-c605-4b14-bfcd-25a3ccb00078,Colorado Discover Ability,member,http://www.coloradodiscoverability.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7ead936d-cd83-4c1d-81cd-73366825159d,Colorado Adaptive Sports Foundation,member,http://www.coloradoadaptivesports.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a580f4bf-f3d6-4527-8ed3-f6cd477da549,City of Fort Collins Adaptive Recreation,member,http://www.fcgov.com/aro,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
dd9cdf52-2a34-47eb-9045-34143f8a1648,City of Boulder EXPAND,member,https://bouldercolorado.gov/services/expand,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f28a3bb7-6e25-42b0-90af-db583ffd0673,Challenge Aspen,member,http://www.challengeaspen.com,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
d82ee02c-72d3-4a4f-8e2f-e1f98977e1c2,Aspen Camp (Deaf & Hard of Hearing),member,http://www.aspencamp.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
db87d0ad-5c36-4084-a0ce-6a6b896c2fde,Adaptive Sports Association – Durango,member,http://asadurango.com,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
d7811f33-8c89-4e83-b4a6-c965bb7eada5,Adaptive Action Sports – Rockies,member,http://www.adacs.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e9c6e875-44fd-4b28-90cd-f4fe5b7a3fd7,Adaptive Sports USA,member,http://www.adaptivesports.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
4c026c15-b59c-42fe-b000-18eee047a832,National Wheelchair Basketball Association,member,http://www.nwba.org/,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5c7a5058-7f74-4031-bbc5-9a8ff0cab12e,Visually Impaired and Blind Skiers,member,http://www.coloradovibes.org,,Colorado,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
fe5057c2-0f95-491f-a2ed-a5aecf8fa32c,"Sports Association, Gaylord Hospital – Paralympic Sport Southern New England",adaptive_club,http://www.gaylord.org/sports,,Connecticut,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
77aa6806-0959-4040-a963-d4bbb8567393,Groton Parks and Recreation,member,http://www.grotonrec.com,,Connecticut,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
37759c33-9686-477f-8aab-c4be9e49e553,Leaps Of Faith Disabled Skiers – Paralympic Sport Connecticut,adaptive_club,http://lofadaptiveskiers.org/,,Connecticut,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
fa7eaa5b-367a-481e-ab7f-ef76526080c3,Connecticut Spokebenders,member,http://www.ctspokebenders.com/,,Connecticut,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
81df50cf-d266-4394-90c3-5652acab9f5f,Hospital for Special Care – Paralympic Sport Club Connecticut,adaptive_club,http://www.hfsc.org,,Connecticut,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
7eb0dc91-baca-4199-8b0f-a996363412fb,"Chapter 126 Sports & Fitness, An Oak Hill Center",member,http://www.chapter126.com,,Connecticut,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
ea872984-ce4c-4fc7-abcf-47426426658c,Medstar NRH Veterans Sports Program,member,http://www.medstarnrh.org/sports,District of Columbia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6d4a554e-4011-438d-823d-e1b9468c59af,Paralyzed Veterans of America,member,http://www.pva.org,District of Columbia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
fc965b14-deff-42d4-9aa0-bd1e73e12723,"Capital Rowing Club – Paralympic Sport Washington, D.C.",adaptive_club,http://www.capitalrowing.org,District of Columbia,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
4cba2557-f95a-4d63-9e96-6e4a0193e922,Paralyzed Veterans Racing,member,http://www.pva.org/site/c.ajIRK9NJLcJ2E/b.6305947/k.B171/Racing_and_Fitness.htm,District of Columbia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7f965b4d-c93d-4d7d-a7cd-c623bfe77ee3,NRH Ambassadors,member,https://www.facebook.com/NRHPunishersWheelchairBasketball/,District of Columbia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b2a57b7b-381f-45b8-aa47-ec913319af19,DC Fire Fighters Burn Foundation,member,http://www.dcffburnfoundation.org,District of Columbia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e036ec93-985e-43b2-bef1-8dc7ff0ede1f,Nemours/Alfred I duPont Hospital for Children – Paralympic Sport Delaware,adaptive_club,http://www.nemours.org/locations/nemours-dupont.html,Delaware,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
fa10e4dd-1691-46bb-b252-a7957bd34aaa,James A. Haley Veterans Hospital’s Adaptive Sports Program,member,https://www.tampa.va.gov/,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6e80113e-6678-496d-8fc4-1c59df070602,Hillsborough County Parks – Paralympic Sport Tampa Bay,adaptive_club,http://www.hillsboroughcounty.org/en/residents/recreation-and-culture/sports-and-athletics/paralympic-sports-club,Florida,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
449d8205-f59c-4010-b0d9-354c6c1eec00,Miami-Dade Parks and Recreation – Paralympic Sport Miami,adaptive_club,http://www.miamidade.gov/parks/accessibility-paralympic-sports.asp,Florida,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
9399efbf-9b24-4925-bc2c-aeb45c759a56,Team Paradise Sailing – Paralympic Sport Miami,adaptive_club,http://www.teamparadise.org,Florida,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
8d3399dc-b36d-4b82-9a65-56c29e50c39b,Bassai Karate Dojo International,member,https://www.facebook.com/BassaiKarateDojoInternational,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
98636f9f-74ad-4b6c-8bb2-1956fcee8acb,Sunrise Suns,member,https://www.facebook.com/Sunrise-Suns-Wheelchair-Basketball-172025309517884/,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
11dde9f0-290a-4215-aefd-8efcaef0c2f7,Central Florida Tri-Club – Paralympic Sport Orlando,adaptive_club,http://www.cfltriclub.com,Florida,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
fbeab298-282c-492b-819f-294610919060,Colusana,member,http://www.colusana.org,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
47602422-aa3c-4c3b-af6e-3b6828bc0489,South Orlando Rowing Association,member,http://www.SORAcrew.com,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b53e088a-201c-4f1f-ba64-bc779d630d7b,Team River Runner Orlando,member,http://www.teamriverrunner.org/?q=node/1354,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
ac1a8f01-a509-4c5b-8874-6c289f9d49ea,Team River Runner Tampa,member,http://www.teamriverrunner.org/?q=node/134,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6b23ba61-245a-4327-bd9c-74e4de721dc0,Sportsability Alliance,member,http://www.fdoa.org,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
98298c40-ec50-4988-84ac-a6dc6517c684,Brooks Rehabilitation Adaptive Sports and Recreation – Jacksonville,member,http://www.brooksrehab.org,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5e6a40b5-4df6-4399-aa10-01ca8cb17360,Central Florida Adaptive Sports Club,member,https://www.facebook.com/CentralFloridaAdaptiveSportsClub?ref=br_rs,Florida,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
